# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5290393144437053824" 14.26088 1.22494 0.89722 0.00907 0.87007 0.01283 0.11
"Gaia DR2 5290918642274007808" 14.26564 1.06337 0.90252 0.00906 0.87577 0.01403 0.35
"Gaia DR2 5290740452672244480" 14.27428 1.37862 0.88943 0.00907 0.85342 0.01913 0.75
"Gaia DR2 5290803326698474880" 14.28225 1.25459 0.89297 0.00902 0.86624 0.01275 0.13
"Gaia DR2 5290770998480701184" 14.28684 1.23839 0.89290 0.00902 0.86647 0.01291 0.11
"Gaia DR2 5290741277305967232" 14.30318 1.20725 0.89145 0.00906 0.86568 0.01318 0.18
"Gaia DR2 5290801235050411136" 14.30318 1.21301 0.89123 0.00907 0.86555 0.01314 0.17
"Gaia DR2 5290669018776755584" 14.30579 1.45516 0.88188 0.00899 0.81962 0.02295 0.86
"Gaia DR2 5290722035852820224" 14.30685 1.26514 0.88892 0.00895 0.86265 0.01259 0.14
"Gaia DR2 5290833258325773312" 14.32371 1.21888 0.88809 0.00899 0.86265 0.01314 0.17
"Gaia DR2 5290769039975605760" 14.32563 1.21805 0.88786 0.00897 0.86249 0.01305 0.17
"Gaia DR2 5290854973680764288" 14.32618 1.22916 0.88732 0.00900 0.86182 0.01285 0.14
"Gaia DR2 5290723204083832704" 14.32845 1.25523 0.88603 0.00885 0.86030 0.01264 0.11
"Gaia DR2 5290829856711908608" 14.32935 1.44244 0.87891 0.00894 0.82434 0.02368 0.85
"Gaia DR2 5290712037169006336" 14.33236 1.34437 0.88210 0.00901 0.85368 0.01490 0.54
"Gaia DR2 5289978010077507328" 14.33274 1.28202 0.88447 0.00894 0.85871 0.01257 0.19
"Gaia DR2 5290870263764127488" 14.33839 1.35119 0.88101 0.00892 0.85241 0.01524 0.56
"Gaia DR2 5290767218909364224" 14.35257 1.23407 0.88321 0.00898 0.85837 0.01295 0.15
"Gaia DR2 5290739937276199168" 14.35267 1.22079 0.88374 0.00896 0.85893 0.01319 0.18
"Gaia DR2 5290717534726987136" 14.35280 1.27309 0.88177 0.00897 0.85679 0.01256 0.13
"Gaia DR2 5290758933911651584" 14.36987 1.29875 0.87833 0.00876 0.85369 0.01293 0.23
"Gaia DR2 5289959868135815424" 14.37757 1.28186 0.87786 0.00870 0.85361 0.01286 0.14
"Gaia DR2 5291081301275802624" 14.38529 1.29478 0.87637 0.00885 0.85215 0.01295 0.19
"Gaia DR2 5289899910390965248" 14.38929 1.49981 0.86811 0.00884 0.80150 0.02204 0.85
"Gaia DR2 5291116829245039104" 14.39855 1.25499 0.87589 0.00886 0.85226 0.01321 0.12
"Gaia DR2 5290327998373432832" 14.39868 1.23748 0.87657 0.00879 0.85326 0.01350 0.17
"Gaia DR2 5290670496245496576" 14.42075 1.26746 0.87223 0.00875 0.84872 0.01320 0.11
"Gaia DR2 5291131844450888064" 14.42532 1.31840 0.86963 0.00867 0.84563 0.01364 0.26
"Gaia DR2 5290769933328623616" 14.42536 1.34867 0.86860 0.00874 0.84316 0.01486 0.42
"Gaia DR2 5290815082024737664" 14.42668 1.29682 0.87017 0.00863 0.84659 0.01334 0.15
"Gaia DR2 5290927816324296960" 14.43716 1.28602 0.86920 0.00861 0.84590 0.01317 0.11
"Gaia DR2 5290726193380997120" 14.43791 1.25828 0.87001 0.00857 0.84711 0.01336 0.14
"Gaia DR2 5290854114687316352" 14.43980 1.25658 0.86980 0.00861 0.84701 0.01338 0.15
"Gaia DR2 5290712758723428224" 14.44822 1.32107 0.86617 0.00880 0.84229 0.01362 0.24
"Gaia DR2 5290622117734044416" 14.44885 1.28215 0.86765 0.00876 0.84433 0.01345 0.11
"Gaia DR2 5290702175923834624" 14.45082 1.27357 0.86767 0.00874 0.84442 0.01343 0.11
"Gaia DR2 5290815906658459008" 14.45204 1.24917 0.86854 0.00866 0.84584 0.01351 0.17
"Gaia DR2 5290670324446806912" 14.45741 1.29866 0.86580 0.00879 0.84241 0.01361 0.13
"Gaia DR2 5290658161099482752" 14.45867 1.62424 0.85347 0.00865 0.77532 0.01928 0.72
"Gaia DR2 5290819445711387648" 14.46709 1.41305 0.86028 0.00870 0.82851 0.01925 0.68
"Gaia DR2 5289859606418009344" 14.47424 1.30639 0.86304 0.00862 0.83995 0.01405 0.13
"Gaia DR2 5290847826854912512" 14.48669 1.24660 0.86358 0.00856 0.84164 0.01416 0.20
"Gaia DR2 5289971447367604224" 14.49151 1.26847 0.86201 0.00847 0.83985 0.01416 0.15
"Gaia DR2 5290815047664997248" 14.49321 1.27155 0.86174 0.00851 0.83943 0.01414 0.14
"Gaia DR2 5290821438576074752" 14.49672 1.28659 0.86081 0.00854 0.83809 0.01413 0.11
"Gaia DR2 5291051854979713536" 14.50348 1.29913 0.85926 0.00861 0.83640 0.01396 0.11
"Gaia DR2 5290672867067372672" 14.50786 1.29024 0.85895 0.00864 0.83629 0.01401 0.11
"Gaia DR2 5290759110011311232" 14.50819 1.27951 0.85931 0.00861 0.83684 0.01399 0.13
"Gaia DR2 5291036324377993088" 14.52186 1.26357 0.85800 0.00867 0.83588 0.01429 0.18
"Gaia DR2 5290669602892314496" 14.52982 1.27697 0.85643 0.00858 0.83398 0.01421 0.15
"Gaia DR2 5290669877770204032" 14.53740 1.52581 0.84614 0.00843 0.78153 0.02452 0.88
"Gaia DR2 5290852499779743104" 14.54423 1.31507 0.85313 0.00845 0.83004 0.01400 0.11
"Gaia DR2 5290767150189899776" 14.54566 1.30149 0.85350 0.00841 0.83080 0.01403 0.11
"Gaia DR2 5290826317659219456" 14.54642 1.31754 0.85271 0.00838 0.82966 0.01395 0.11
"Gaia DR2 5290776839636049664" 14.54855 1.31088 0.85265 0.00839 0.82966 0.01398 0.10
"Gaia DR2 5290902802434393728" 14.55205 1.29420 0.85278 0.00841 0.83042 0.01402 0.12
"Gaia DR2 5290643145894030208" 14.55518 1.44760 0.84651 0.00838 0.81312 0.01990 0.71
"Gaia DR2 5290991553638944896" 14.56362 1.30549 0.85068 0.00846 0.82782 0.01410 0.11
"Gaia DR2 5289876992445790080" 14.56656 1.31178 0.85006 0.00853 0.82706 0.01402 0.10
"Gaia DR2 5291061235188475520" 14.57571 1.29911 0.84933 0.00843 0.82657 0.01430 0.13
"Gaia DR2 5291041547058288896" 14.59149 1.29777 0.84708 0.00827 0.82487 0.01437 0.14
"Gaia DR2 5290666991552265088" 14.59288 1.32202 0.84618 0.00834 0.82329 0.01406 0.10
"Gaia DR2 5290641599705993728" 14.60726 1.32842 0.84399 0.00836 0.82066 0.01367 0.10
"Gaia DR2 5290710525340502784" 14.61661 1.34352 0.84204 0.00835 0.81865 0.01341 0.13
"Gaia DR2 5290720833262052480" 14.61964 1.30800 0.84302 0.00837 0.82021 0.01367 0.13
"Gaia DR2 5290815734859774080" 14.62017 1.33695 0.84171 0.00836 0.81861 0.01342 0.11
"Gaia DR2 5290814978945611648" 14.62869 1.33036 0.84098 0.00837 0.81778 0.01327 0.10
"Gaia DR2 5290821404216489216" 14.64726 1.34507 0.83795 0.00829 0.81477 0.01365 0.11
"Gaia DR2 5290764951166829824" 14.65022 1.31311 0.83864 0.00825 0.81592 0.01354 0.14
"Gaia DR2 5291101436082116352" 14.65473 1.31933 0.83788 0.00825 0.81508 0.01377 0.13
"Gaia DR2 5290838721524182272" 14.66255 1.51533 0.82965 0.00820 0.79044 0.01922 0.81
"Gaia DR2 5290001718296770688" 14.66500 1.33018 0.83618 0.00815 0.81300 0.01368 0.11
"Gaia DR2 5290824049916475136" 14.67580 1.34600 0.83403 0.00819 0.81074 0.01351 0.10
"Gaia DR2 5290684411939327104" 14.67768 1.57854 0.82518 0.00824 0.76281 0.02028 0.87
"Gaia DR2 5290703584673116032" 14.67983 1.38110 0.83218 0.00829 0.80828 0.01294 0.21
"Gaia DR2 5290747771297885824" 14.69464 1.41354 0.82914 0.00810 0.80420 0.01253 0.36
"Gaia DR2 5290779279177397632" 14.70745 1.35619 0.82958 0.00813 0.80596 0.01297 0.10
"Gaia DR2 5290853805449669376" 14.70873 1.34890 0.82966 0.00812 0.80618 0.01298 0.10
"Gaia DR2 5290648093692934912" 14.71393 1.09160 0.83828 0.00818 0.81835 0.01493 0.39
"Gaia DR2 5290740452672243584" 14.71939 1.35305 0.82809 0.00807 0.80448 0.01276 0.10
"Gaia DR2 5291070100001163264" 14.72452 1.35727 0.82727 0.00812 0.80373 0.01264 0.10
"Gaia DR2 5290606243535243648" 14.72573 1.37400 0.82646 0.00806 0.80252 0.01242 0.13
"Gaia DR2 5291064396284484224" 14.73606 1.35970 0.82558 0.00811 0.80196 0.01262 0.10
"Gaia DR2 5290834598355785472" 14.74391 1.32168 0.82595 0.00805 0.80306 0.01280 0.18
"Gaia DR2 5290750382637937920" 14.74782 1.36276 0.82389 0.00811 0.80102 0.01251 0.10
"Gaia DR2 5290751482149639296" 14.75157 1.36915 0.82315 0.00804 0.80043 0.01243 0.10
"Gaia DR2 5290725849783612288" 14.75378 1.41400 0.82133 0.00798 0.79797 0.01185 0.27
"Gaia DR2 5291028009321137664" 14.75378 1.37846 0.82261 0.00805 0.79950 0.01223 0.11
"Gaia DR2 5290663727377028736" 14.76152 1.36904 0.82201 0.00798 0.79916 0.01229 0.10
"Gaia DR2 5290804155628075136" 14.76378 1.36010 0.82203 0.00800 0.79922 0.01235 0.11
"Gaia DR2 5290701420009591552" 14.76573 1.37836 0.82111 0.00804 0.79830 0.01237 0.11
"Gaia DR2 5290720764542575360" 14.78545 1.36091 0.81922 0.00799 0.79669 0.01217 0.12
"Gaia DR2 5290837755153683840" 14.78805 1.32420 0.82018 0.00790 0.79818 0.01278 0.20
"Gaia DR2 5290721279938737280" 14.79576 1.41194 0.81584 0.00806 0.79338 0.01181 0.20
"Gaia DR2 5290652663541576832" 14.80746 1.36830 0.81589 0.00806 0.79410 0.01210 0.11
"Gaia DR2 5291139059996091520" 14.80785 1.38228 0.81532 0.00801 0.79349 0.01190 0.10
"Gaia DR2 5289880084822105728" 14.81220 1.45756 0.81214 0.00785 0.78884 0.01126 0.42
"Gaia DR2 5290724166156426112" 14.81652 1.65206 0.80446 0.00783 0.74360 0.01753 0.84
"Gaia DR2 5290008281007108608" 14.81949 1.36203 0.81471 0.00797 0.79301 0.01208 0.14
"Gaia DR2 5290929843549247232" 14.82017 1.36746 0.81437 0.00796 0.79264 0.01199 0.12
"Gaia DR2 5290699564583515648" 14.82247 1.47956 0.81006 0.00796 0.78668 0.01105 0.52
"Gaia DR2 5291034194074141568" 14.82296 1.35985 0.81429 0.00795 0.79261 0.01201 0.14
"Gaia DR2 5290738047490663808" 14.83234 1.41159 0.81129 0.00791 0.78871 0.01144 0.15
"Gaia DR2 5290643077174550144" 14.83630 1.37706 0.81203 0.00785 0.78992 0.01163 0.11
"Gaia DR2 5290814978945611008" 14.85242 1.37952 0.80989 0.00802 0.78775 0.01169 0.12
"Gaia DR2 5290717843964557056" 14.86140 1.55287 0.80243 0.00779 0.77628 0.01102 0.79
"Gaia DR2 5290718118842704768" 14.86221 1.39396 0.80795 0.00794 0.78627 0.01156 0.10
"Gaia DR2 5290723032285136128" 14.86363 1.39299 0.80778 0.00794 0.78622 0.01158 0.10
"Gaia DR2 5289956913198386688" 14.88327 1.37043 0.80636 0.00782 0.78520 0.01155 0.16
"Gaia DR2 5290840233352691328" 14.88881 1.39564 0.80472 0.00774 0.78343 0.01145 0.11
"Gaia DR2 5290798280112896896" 14.89090 1.73575 0.79196 0.00776 0.72554 0.01558 0.78
"Gaia DR2 5290753956050829056" 14.89633 1.44591 0.80186 0.00779 0.78000 0.01086 0.23
"Gaia DR2 5290725437466834816" 14.89879 1.39467 0.80342 0.00780 0.78221 0.01127 0.11
"Gaia DR2 5290874833609343744" 14.90178 1.36558 0.80411 0.00774 0.78335 0.01160 0.18
"Gaia DR2 5290840233352691968" 14.90378 1.38804 0.80309 0.00780 0.78191 0.01131 0.13
"Gaia DR2 5290673794780226560" 14.90695 1.39100 0.80259 0.00773 0.78131 0.01132 0.13
"Gaia DR2 5290835113751864704" 14.90774 1.40308 0.80202 0.00778 0.78075 0.01122 0.10
"Gaia DR2 5290022059261997056" 14.90944 1.36800 0.80311 0.00779 0.78220 0.01154 0.18
"Gaia DR2 5290733168407670656" 14.91982 1.46785 0.79814 0.00782 0.77632 0.01020 0.31
"Gaia DR2 5290940941744376064" 14.92164 1.38837 0.80070 0.00773 0.77973 0.01119 0.14
"Gaia DR2 5290820235985229440" 14.92917 1.41688 0.79888 0.00777 0.77753 0.01068 0.10
"Gaia DR2 5290660600640916608" 14.93382 1.43709 0.79753 0.00776 0.77613 0.01034 0.14
"Gaia DR2 5290776702197093888" 14.93387 1.41252 0.79847 0.00778 0.77714 0.01061 0.10
"Gaia DR2 5291064705522126208" 14.94061 1.67940 0.78789 0.00759 0.73361 0.01976 0.86
"Gaia DR2 5289994502751632384" 14.94072 1.40984 0.79771 0.00778 0.77651 0.01056 0.11
"Gaia DR2 5290664689449614720" 14.94476 1.40659 0.79730 0.00781 0.77618 0.01057 0.11
"Gaia DR2 5289991994490876928" 14.96009 1.56287 0.78983 0.00767 0.76715 0.00918 0.73
"Gaia DR2 5290819445711388800" 14.96159 1.42061 0.79474 0.00762 0.77356 0.01042 0.10
"Gaia DR2 5290661116036894592" 14.96560 1.49480 0.79144 0.00771 0.76996 0.00960 0.38
"Gaia DR2 5289988416778566272" 14.96610 1.44103 0.79341 0.00765 0.77229 0.00993 0.12
"Gaia DR2 5289813117692497536" 14.96683 1.47611 0.79203 0.00770 0.77065 0.00980 0.28
"Gaia DR2 5290828757200371072" 14.97417 1.43156 0.79277 0.00762 0.77187 0.00991 0.10
"Gaia DR2 5290950047075198080" 14.98372 1.40691 0.79242 0.00761 0.77185 0.01012 0.14
"Gaia DR2 5290658470337128704" 14.98895 1.44808 0.79042 0.00763 0.76957 0.01000 0.12
"Gaia DR2 5290746190749912192" 14.99736 1.44328 0.78964 0.00764 0.76864 0.00997 0.10
"Gaia DR2 5290757460744159104" 14.99909 1.43537 0.78971 0.00764 0.76881 0.00998 0.10
"Gaia DR2 5290713686436349312" 14.99926 1.48725 0.78762 0.00759 0.76680 0.00957 0.29
"Gaia DR2 5290818380559513088" 15.01258 1.42588 0.78832 0.00752 0.76777 0.00986 0.12
"Gaia DR2 5290662730944520320" 15.02306 1.44888 0.78615 0.00749 0.76567 0.00958 0.10
"Gaia DR2 5290732584292109952" 15.02323 1.46618 0.78557 0.00747 0.76499 0.00950 0.15
"Gaia DR2 5290653075858442752" 15.02624 1.43773 0.78616 0.00749 0.76575 0.00967 0.10
"Gaia DR2 5291050136992718080" 15.04649 1.45419 0.78315 0.00755 0.76317 0.00942 0.10
"Gaia DR2 5290023674169675264" 15.05451 1.45742 0.78205 0.00762 0.76190 0.00936 0.10
"Gaia DR2 5290417127533939712" 15.08285 1.48554 0.77770 0.00739 0.75848 0.00907 0.15
"Gaia DR2 5290002989607023488" 15.09247 1.43934 0.77827 0.00735 0.75918 0.00930 0.14
"Gaia DR2 5290815975377935616" 15.09266 1.45044 0.77780 0.00738 0.75883 0.00929 0.11
"Gaia DR2 5290721829694303360" 15.09435 1.67597 0.76936 0.00735 0.74185 0.01098 0.86
"Gaia DR2 5289797827609246720" 15.11573 1.50992 0.77292 0.00735 0.75423 0.00852 0.22
"Gaia DR2 5290901221886654464" 15.13343 1.46668 0.77241 0.00731 0.75436 0.00888 0.10
"Gaia DR2 5290924105472526208" 15.14088 1.50657 0.77008 0.00725 0.75202 0.00799 0.17
"Gaia DR2 5289930318760941952" 15.15913 1.49069 0.76853 0.00728 0.75086 0.00812 0.09
"Gaia DR2 5291067694819378048" 15.16999 1.49833 0.76707 0.00722 0.74949 0.00792 0.10
"Gaia DR2 5290827554609678208" 15.18354 1.53936 0.76399 0.00709 0.74666 0.00776 0.26
"Gaia DR2 5290954960517841408" 15.18915 1.48700 0.76523 0.00709 0.74829 0.00801 0.09
"Gaia DR2 5290758663334893440" 15.18929 1.48018 0.76541 0.00709 0.74860 0.00803 0.11
"Gaia DR2 5290413622840629504" 15.20461 1.27656 0.77085 0.00714 0.75464 0.00999 0.37
"Gaia DR2 5290935787783733504" 15.21187 1.49915 0.76222 0.00712 0.74574 0.00804 0.09
"Gaia DR2 5290668881337798272" 15.21650 1.51413 0.76111 0.00700 0.74469 0.00793 0.10
"Gaia DR2 5290737806972563456" 15.23158 1.51252 0.75958 0.00693 0.74343 0.00803 0.09
"Gaia DR2 5289805661629623936" 15.23236 1.55258 0.75805 0.00704 0.74173 0.00792 0.25
"Gaia DR2 5290815150744301952" 15.23451 1.51678 0.75904 0.00693 0.74304 0.00798 0.09
"Gaia DR2 5290769727170190848" 15.23586 1.52097 0.75875 0.00698 0.74278 0.00801 0.10
"Gaia DR2 5289749036780140032" 15.24377 1.51846 0.75799 0.00700 0.74228 0.00805 0.09
"Gaia DR2 5290731965816830080" 15.24470 1.55135 0.75664 0.00689 0.74078 0.00796 0.22
"Gaia DR2 5290805152060400512" 15.24521 1.52946 0.75742 0.00698 0.74162 0.00804 0.12
"Gaia DR2 5290000137748809856" 15.24919 1.49495 0.75825 0.00694 0.74280 0.00808 0.11
"Gaia DR2 5290802815598272128" 15.25456 1.52443 0.75651 0.00682 0.74099 0.00798 0.09
"Gaia DR2 5290731312981791872" 15.26635 1.71091 0.74844 0.00674 0.73032 0.00833 0.84
"Gaia DR2 5290854011608101760" 15.28057 1.64535 0.74930 0.00662 0.73302 0.00799 0.63
"Gaia DR2 5290936264526411776" 15.28625 1.63444 0.74916 0.00665 0.73297 0.00804 0.57
"Gaia DR2 5290011407743074048" 15.30478 1.53175 0.75090 0.00652 0.73598 0.00878 0.08
"Gaia DR2 5290029103008123520" 15.31113 1.82436 0.73962 0.00619 0.69767 0.01612 0.85
"Gaia DR2 5290769727170191232" 15.32083 1.53415 0.74918 0.00640 0.73438 0.00896 0.08
"Gaia DR2 5290717672165866496" 15.32626 1.58866 0.74667 0.00627 0.73164 0.00844 0.26
"Gaia DR2 5290708051438912640" 15.33666 1.58212 0.74592 0.00620 0.73096 0.00853 0.21
"Gaia DR2 5289894515912156544" 15.34091 1.76928 0.73873 0.00611 0.71543 0.01268 0.83
"Gaia DR2 5290820888820255488" 15.34478 1.55180 0.74619 0.00619 0.73163 0.00868 0.08
"Gaia DR2 5291056837141838464" 15.34684 1.62578 0.74328 0.00624 0.72833 0.00826 0.41
"Gaia DR2 5289697462813059200" 15.34946 1.56247 0.74540 0.00611 0.73072 0.00874 0.10
"Gaia DR2 5290702622600509824" 15.35184 1.57192 0.74483 0.00611 0.73013 0.00862 0.13
"Gaia DR2 5290755193001408128" 15.35663 1.55646 0.74490 0.00610 0.73040 0.00876 0.08
"Gaia DR2 5290660738079873920" 15.36232 1.60400 0.74266 0.00611 0.72793 0.00840 0.27
"Gaia DR2 5290904451701850496" 15.36434 1.58672 0.74302 0.00619 0.72846 0.00876 0.18
"Gaia DR2 5290733855602448640" 15.36821 1.58243 0.74287 0.00615 0.72835 0.00875 0.15
"Gaia DR2 5290040304282868096" 15.37315 1.56882 0.74287 0.00612 0.72843 0.00882 0.10
"Gaia DR2 5291006019089017600" 15.37893 1.58795 0.74170 0.00598 0.72709 0.00844 0.16
"Gaia DR2 5289776799449214592" 15.38130 1.55451 0.74258 0.00600 0.72841 0.00894 0.08
"Gaia DR2 5290716229056925952" 15.38196 1.58735 0.74143 0.00596 0.72686 0.00842 0.15
"Gaia DR2 5289758313909474816" 15.39439 1.55903 0.74126 0.00591 0.72708 0.00886 0.08
"Gaia DR2 5291000349732384000" 15.39506 1.59266 0.73996 0.00592 0.72551 0.00836 0.16
"Gaia DR2 5291054466319931392" 15.39804 1.62377 0.73859 0.00595 0.72418 0.00812 0.30
"Gaia DR2 5289874724703122432" 15.40597 1.57262 0.73963 0.00590 0.72539 0.00850 0.09
"Gaia DR2 5290898782345126528" 15.41353 1.65201 0.73625 0.00591 0.72174 0.00809 0.42
"Gaia DR2 5290725025149969920" 15.42607 1.60332 0.73677 0.00589 0.72271 0.00841 0.15
"Gaia DR2 5290766531714592384" 15.42863 1.58066 0.73735 0.00586 0.72323 0.00853 0.08
"Gaia DR2 5290951112226981632" 15.43043 1.57656 0.73733 0.00587 0.72327 0.00851 0.08
"Gaia DR2 5290661871951147264" 15.43610 1.60795 0.73571 0.00585 0.72175 0.00841 0.16
"Gaia DR2 5291029486789919104" 15.43756 1.57378 0.73679 0.00589 0.72287 0.00876 0.09
"Gaia DR2 5291262239658360192" 15.44162 1.55130 0.73719 0.00587 0.72326 0.00866 0.14
"Gaia DR2 5290905310695346944" 15.44812 1.53680 0.73715 0.00587 0.72327 0.00881 0.18
"Gaia DR2 5290928022482693120" 15.45450 1.59980 0.73424 0.00590 0.72063 0.00845 0.10
"Gaia DR2 5289865481933559936" 15.45467 1.58125 0.73489 0.00582 0.72143 0.00870 0.09
"Gaia DR2 5290726846215993600" 15.45748 1.64425 0.73249 0.00583 0.71859 0.00831 0.29
"Gaia DR2 5290950287593356928" 15.46073 1.57199 0.73465 0.00583 0.72133 0.00877 0.11
"Gaia DR2 5290852809017392384" 15.47161 1.84530 0.72425 0.00575 0.69180 0.01686 0.84
"Gaia DR2 5290920841297756288" 15.47268 1.61263 0.73225 0.00583 0.71869 0.00850 0.12
"Gaia DR2 5290769589731340160" 15.47312 1.59607 0.73279 0.00583 0.71941 0.00858 0.09
"Gaia DR2 5290722310730726912" 15.48359 1.58224 0.73230 0.00582 0.71913 0.00869 0.11
"Gaia DR2 5290011540883346688" 15.48611 1.63467 0.73029 0.00575 0.71645 0.00827 0.19
"Gaia DR2 5290836934817777664" 15.48999 1.61341 0.73066 0.00575 0.71710 0.00851 0.10
"Gaia DR2 5290674000938662528" 15.49316 1.88706 0.72093 0.00572 0.68019 0.01863 0.85
"Gaia DR2 5290008624604423808" 15.49471 1.70632 0.72704 0.00578 0.71239 0.00830 0.52
"Gaia DR2 5290709494548431616" 15.50108 1.63721 0.72891 0.00589 0.71515 0.00835 0.17
"Gaia DR2 5290001855735725696" 15.51303 1.60536 0.72893 0.00588 0.71561 0.00843 0.09
"Gaia DR2 5290708532475243776" 15.51506 1.58413 0.72946 0.00582 0.71631 0.00851 0.13
"Gaia DR2 5290941354061209344" 15.52567 1.62490 0.72712 0.00577 0.71374 0.00857 0.10
"Gaia DR2 5289888399878613376" 15.52595 1.61720 0.72731 0.00575 0.71415 0.00856 0.09
"Gaia DR2 5290659363690545920" 15.52754 1.68885 0.72470 0.00579 0.71048 0.00836 0.37
"Gaia DR2 5290921253614620416" 15.53176 1.68271 0.72451 0.00573 0.71048 0.00837 0.34
"Gaia DR2 5291012032043116288" 15.53336 1.64454 0.72570 0.00582 0.71213 0.00837 0.15
"Gaia DR2 5290651941987110272" 15.53826 1.63208 0.72570 0.00582 0.71228 0.00839 0.11
"Gaia DR2 5290734680236169344" 15.54281 1.62745 0.72550 0.00577 0.71207 0.00855 0.09
"Gaia DR2 5290792851274423296" 15.54719 1.62910 0.72504 0.00581 0.71173 0.00860 0.09
"Gaia DR2 5290829650553566208" 15.55734 1.81563 0.71777 0.00574 0.70092 0.00984 0.80
"Gaia DR2 5289982957879843968" 15.55994 1.67693 0.72230 0.00573 0.70863 0.00839 0.25
"Gaia DR2 5289996182079618560" 15.56168 1.63147 0.72375 0.00572 0.71038 0.00859 0.09
"Gaia DR2 5290767425067805824" 15.56197 1.92898 0.71338 0.00560 0.67102 0.01972 0.83
"Gaia DR2 5289978594193197440" 15.56914 1.61149 0.72380 0.00571 0.71082 0.00880 0.12
"Gaia DR2 5290797867796130944" 15.58927 1.64092 0.72098 0.00575 0.70771 0.00889 0.09
"Gaia DR2 5290689806418176768" 15.59145 1.65123 0.72039 0.00575 0.70707 0.00885 0.10
"Gaia DR2 5290746431268081408" 15.61312 1.64377 0.71879 0.00568 0.70534 0.00916 0.09
"Gaia DR2 5290938708361319424" 15.61393 1.91242 0.70955 0.00561 0.67317 0.01907 0.84
"Gaia DR2 5290714236192167936" 15.61636 1.66569 0.71775 0.00576 0.70421 0.00905 0.11
"Gaia DR2 5289891114297950336" 15.61667 1.69600 0.71670 0.00568 0.70298 0.00877 0.23
"Gaia DR2 5290848548409448320" 15.62883 1.93658 0.70746 0.00569 0.66774 0.01950 0.84
"Gaia DR2 5290714957746593536" 15.62965 1.75555 0.71350 0.00563 0.69868 0.00885 0.49
"Gaia DR2 5290668984417019392" 15.63058 1.66872 0.71643 0.00571 0.70309 0.00884 0.11
"Gaia DR2 5290646032112048128" 15.63801 1.71630 0.71415 0.00574 0.70014 0.00911 0.29
"Gaia DR2 5290924380350473088" 15.63926 1.66337 0.71582 0.00573 0.70258 0.00904 0.09
"Gaia DR2 5290644623362744448" 15.64123 1.68218 0.71508 0.00573 0.70160 0.00905 0.13
"Gaia DR2 5290002302412249088" 15.64477 1.96367 0.70527 0.00560 0.66159 0.01934 0.83
"Gaia DR2 5290736363863548032" 15.66350 1.73101 0.71147 0.00574 0.69688 0.00900 0.31
"Gaia DR2 5291006293966968320" 15.66392 1.67502 0.71324 0.00568 0.69991 0.00932 0.09
"Gaia DR2 5290774984210278272" 15.67074 1.67878 0.71257 0.00573 0.69897 0.00951 0.10
"Gaia DR2 5290933863638628096" 15.67706 1.68474 0.71187 0.00576 0.69792 0.00940 0.10
"Gaia DR2 5290941285341713664" 15.67781 1.70632 0.71108 0.00575 0.69683 0.00918 0.17
"Gaia DR2 5290765947599154048" 15.67803 1.68866 0.71165 0.00574 0.69755 0.00924 0.11
"Gaia DR2 5290813982513178624" 15.67899 1.66337 0.71238 0.00575 0.69906 0.00959 0.10
"Gaia DR2 5290925170624343040" 15.67910 1.68750 0.71162 0.00575 0.69751 0.00928 0.10
"Gaia DR2 5290661700152454400" 15.68797 1.69944 0.71041 0.00571 0.69634 0.00928 0.13
"Gaia DR2 5290999937415263104" 15.69185 1.64511 0.71194 0.00577 0.69882 0.00971 0.15
"Gaia DR2 5290667232070350080" 15.69841 1.69708 0.70960 0.00566 0.69558 0.00939 0.11
"Gaia DR2 5289907675693554688" 15.70320 1.68099 0.70973 0.00566 0.69594 0.00948 0.09
"Gaia DR2 5289891423535761920" 15.70529 1.69122 0.70919 0.00563 0.69534 0.00955 0.10
"Gaia DR2 5294124229767597696" 15.70642 1.98914 0.69918 0.00558 0.65341 0.01897 0.83
"Gaia DR2 5291040584985545344" 15.71228 1.73353 0.70720 0.00569 0.69285 0.00953 0.23
"Gaia DR2 5290014122162418688" 15.72107 1.73391 0.70644 0.00572 0.69204 0.00959 0.21
"Gaia DR2 5290763886014843392" 15.72131 1.70339 0.70744 0.00572 0.69359 0.00966 0.10
"Gaia DR2 5290994439857036928" 15.72638 1.71044 0.70675 0.00573 0.69271 0.00969 0.12
"Gaia DR2 5289893828717390720" 15.72766 2.02378 0.69633 0.00575 0.64714 0.01816 0.81
"Gaia DR2 5290614592951539456" 15.72841 1.70197 0.70686 0.00573 0.69302 0.00963 0.10
"Gaia DR2 5291034228433888128" 15.73993 1.85816 0.70068 0.00563 0.68242 0.01145 0.71
"Gaia DR2 5290968910571178496" 15.76828 1.73567 0.70238 0.00565 0.68773 0.00994 0.14
"Gaia DR2 5290938021166494464" 15.76996 1.73614 0.70217 0.00565 0.68747 0.01003 0.14
"Gaia DR2 5290627409133614464" 15.77303 1.72519 0.70229 0.00568 0.68787 0.00994 0.11
"Gaia DR2 5290665204845694336" 15.77899 1.77055 0.70031 0.00577 0.68450 0.01062 0.28
"Gaia DR2 5290806835687773184" 15.78532 1.72927 0.70105 0.00568 0.68659 0.00999 0.11
"Gaia DR2 5290688084132627328" 15.78684 1.81608 0.69803 0.00570 0.68130 0.01086 0.47
