# Subset of stars selected as members
ID Mag Col Mass_mu Mass_std Mass_binar_mu Mass_binar_std P_binar
"Gaia DR2 5289931177754324864" 12.12530 0.77727 1.32063 0.02209 1.26352 0.03025 0.16
"Gaia DR2 5290931561536172416" 12.14020 0.76940 1.31710 0.02205 1.26109 0.02893 0.15
"Gaia DR2 5291256776460093696" 12.14256 0.79230 1.31554 0.02202 1.25836 0.02905 0.19
"Gaia DR2 5290830097230075904" 12.14480 0.76262 1.31634 0.02210 1.26065 0.02871 0.15
"Gaia DR2 5291035426727395328" 12.14726 0.91261 1.30859 0.02192 1.21554 0.04106 0.86
"Gaia DR2 5290767562500539392" 12.15297 0.85673 1.30981 0.02193 1.24572 0.03275 0.61
"Gaia DR2 5290011373383335168" 12.15461 0.74931 1.31472 0.02200 1.25979 0.02842 0.18
"Gaia DR2 5290797386759788928" 12.18060 0.86448 1.30289 0.02177 1.23867 0.03227 0.63
"Gaia DR2 5290735779747993088" 12.18848 0.92111 1.29813 0.02158 1.21037 0.03991 0.86
"Gaia DR2 5290816353334936576" 12.19546 0.81191 1.30157 0.02180 1.24436 0.02755 0.24
"Gaia DR2 5290768215341699200" 12.19707 0.79295 1.30213 0.02176 1.24596 0.02794 0.16
"Gaia DR2 5290655549759622144" 12.19799 0.78171 1.30252 0.02176 1.24681 0.02749 0.15
"Gaia DR2 5291074017011442176" 12.20315 0.96270 1.29263 0.02155 1.18210 0.03255 0.84
"Gaia DR2 5290820064186534144" 12.22131 0.77733 1.29708 0.02159 1.24199 0.02674 0.15
"Gaia DR2 5290766252535812224" 12.22953 0.83166 1.29245 0.02146 1.23537 0.02754 0.32
"Gaia DR2 5290765565341001984" 12.25626 0.92162 1.28175 0.02131 1.20547 0.03748 0.84
"Gaia DR2 5290689084863589248" 12.25773 0.83786 1.28541 0.02153 1.22942 0.02544 0.33
"Gaia DR2 5290782023655716736" 12.27295 0.77696 1.28460 0.02131 1.23145 0.02458 0.17
"Gaia DR2 5291187365490141440" 12.28914 0.85261 1.27709 0.02130 1.22166 0.02553 0.39
"Gaia DR2 5291048384646003968" 12.28938 0.78771 1.28023 0.02125 1.22771 0.02418 0.15
"Gaia DR2 5290713445918198528" 12.29171 0.88949 1.27482 0.02117 1.21567 0.02791 0.65
"Gaia DR2 5290798692429758976" 12.29280 0.78875 1.27933 0.02132 1.22717 0.02394 0.15
"Gaia DR2 5290026762248360960" 12.29366 0.78360 1.27935 0.02129 1.22719 0.02395 0.16
"Gaia DR2 5290709357109480704" 12.30015 0.88160 1.27319 0.02114 1.21543 0.02690 0.59
"Gaia DR2 5290826936134381440" 12.30083 0.80423 1.27660 0.02125 1.22425 0.02377 0.15
"Gaia DR2 5290723204083832448" 12.31162 0.83136 1.27276 0.02116 1.21971 0.02419 0.22
"Gaia DR2 5290001787016179328" 12.31847 0.77743 1.27377 0.02111 1.22296 0.02312 0.19
"Gaia DR2 5290888062107313152" 12.33136 0.90787 1.26442 0.02097 1.20582 0.02958 0.72
"Gaia DR2 5290708601194720384" 12.34037 0.89290 1.26317 0.02100 1.20852 0.02645 0.62
"Gaia DR2 5290874829311320832" 12.34530 0.80332 1.26610 0.02106 1.21607 0.02168 0.15
"Gaia DR2 5289804459038767232" 12.35201 0.81731 1.26389 0.02101 1.21408 0.02168 0.15
"Gaia DR2 5290741208586484352" 12.35362 0.84380 1.26243 0.02101 1.21241 0.02204 0.25
"Gaia DR2 5291030448862535808" 12.35453 0.79914 1.26406 0.02093 1.21479 0.02144 0.16
"Gaia DR2 5290824320493640576" 12.36557 0.82779 1.26023 0.02085 1.21137 0.02204 0.17
"Gaia DR2 5290737188497096064" 12.36939 0.81055 1.26017 0.02081 1.21158 0.02174 0.15
"Gaia DR2 5290001920155452800" 12.39695 0.92660 1.24818 0.02069 1.19271 0.03129 0.76
"Gaia DR2 5290004909454899840" 12.39722 0.83932 1.25227 0.02072 1.20556 0.02204 0.18
"Gaia DR2 5290822572447442176" 12.42003 1.00394 1.23928 0.02040 1.14438 0.03927 0.83
"Gaia DR2 5290832051434754176" 12.42443 0.77729 1.24890 0.02060 1.20462 0.02122 0.24
"Gaia DR2 5290770345645486976" 12.43073 0.84074 1.24452 0.02048 1.20028 0.02141 0.16
"Gaia DR2 5289940145646342784" 12.43214 0.80522 1.24578 0.02056 1.20211 0.02041 0.18
"Gaia DR2 5290672179872595840" 12.46694 0.91120 1.23292 0.02003 1.18703 0.02757 0.58
"Gaia DR2 5290715365765596800" 12.48060 0.88375 1.23115 0.02001 1.18787 0.02519 0.34
"Gaia DR2 5290924345991094400" 12.48184 0.83217 1.23316 0.02000 1.19199 0.02272 0.15
"Gaia DR2 5290691588824895360" 12.49272 0.88665 1.22821 0.01978 1.18610 0.02543 0.35
"Gaia DR2 5290725677984929152" 12.49782 0.81862 1.23033 0.01994 1.19000 0.02284 0.18
"Gaia DR2 5290991347480505600" 12.50787 0.84164 1.22696 0.01972 1.18714 0.02418 0.14
"Gaia DR2 5290725231308404864" 12.52364 0.86399 1.22235 0.01950 1.18243 0.02594 0.17
"Gaia DR2 5290722276370987648" 12.54205 0.86344 1.21850 0.01937 1.17874 0.02583 0.16
"Gaia DR2 5290742857853957504" 12.54306 0.85721 1.21857 0.01938 1.17907 0.02558 0.14
"Gaia DR2 5289995494884385280" 12.54612 0.84497 1.21843 0.01935 1.17985 0.02535 0.14
"Gaia DR2 5290720657163454080" 12.56186 0.87944 1.21343 0.01916 1.17354 0.02773 0.20
"Gaia DR2 5289801401021895552" 12.56516 0.87046 1.21306 0.01915 1.17363 0.02741 0.16
"Gaia DR2 5290985364587849088" 12.57178 1.00108 1.20602 0.01888 1.13141 0.04515 0.84
"Gaia DR2 5290697709157756160" 12.59857 0.91644 1.20405 0.01892 1.15985 0.03094 0.38
"Gaia DR2 5290669873469360512" 12.60008 0.89452 1.20463 0.01894 1.16241 0.03041 0.23
"Gaia DR2 5290730106091599104" 12.61043 0.86810 1.20366 0.01897 1.16312 0.02920 0.14
"Gaia DR2 5289992574306636672" 12.61548 0.93683 1.19963 0.01897 1.15137 0.03460 0.50
"Gaia DR2 5289795525506757632" 12.61701 0.85170 1.20297 0.01898 1.16308 0.02882 0.15
"Gaia DR2 5290826558177392640" 12.62203 0.87850 1.20067 0.01899 1.15928 0.02954 0.15
"Gaia DR2 5290775190368696320" 12.62403 0.88858 1.19990 0.01902 1.15758 0.03055 0.17
"Gaia DR2 5290885863084040704" 12.62759 0.86012 1.20027 0.01906 1.15991 0.02907 0.14
"Gaia DR2 5289898020605414016" 12.63486 0.88626 1.19768 0.01903 1.15526 0.03008 0.16
"Gaia DR2 5290815253823430912" 12.64574 0.94375 1.19299 0.01916 1.14338 0.03369 0.50
"Gaia DR2 5290810370439846016" 12.66033 0.88291 1.19248 0.01925 1.14943 0.02979 0.14
"Gaia DR2 5289799923553136896" 12.66582 0.88339 1.19134 0.01917 1.14760 0.02991 0.14
"Gaia DR2 5290721864054120320" 12.68532 0.99221 1.18256 0.01933 1.12068 0.03939 0.73
"Gaia DR2 5289916952822778880" 12.69658 0.88199 1.18481 0.01940 1.14117 0.02960 0.14
"Gaia DR2 5289890495822656640" 12.70977 0.92288 1.18044 0.01936 1.13280 0.03192 0.26
"Gaia DR2 5290823568880135296" 12.72405 0.92180 1.17721 0.01956 1.12925 0.03135 0.23
"Gaia DR2 5290816353334937216" 12.73801 0.88371 1.17586 0.01944 1.13131 0.02902 0.14
"Gaia DR2 5289972031483161600" 12.75391 0.89853 1.17180 0.01935 1.12619 0.02882 0.14
"Gaia DR2 5291029658588623488" 12.75514 0.84985 1.17372 0.01935 1.13081 0.02853 0.22
"Gaia DR2 5290000069029332736" 12.78408 0.86785 1.16685 0.01922 1.12246 0.02760 0.19
"Gaia DR2 5290720042987976576" 12.79657 0.91970 1.16198 0.01913 1.11529 0.02727 0.16
"Gaia DR2 5290027625539444224" 12.80569 0.86975 1.16209 0.01908 1.11830 0.02726 0.20
"Gaia DR2 5290747977456314880" 12.81589 0.88043 1.15959 0.01893 1.11519 0.02684 0.17
"Gaia DR2 5290754643245585792" 12.81643 0.90221 1.15854 0.01899 1.11262 0.02638 0.14
"Gaia DR2 5290640328395589120" 12.81967 0.93774 1.15625 0.01897 1.10799 0.02699 0.22
"Gaia DR2 5290797970875348352" 12.82595 0.88244 1.15733 0.01890 1.11229 0.02627 0.18
"Gaia DR2 5289947739148461440" 12.83188 0.86370 1.15693 0.01886 1.11255 0.02651 0.22
"Gaia DR2 5290920325901674240" 12.83564 0.91805 1.15380 0.01887 1.10740 0.02570 0.14
"Gaia DR2 5290007112775924992" 12.83721 0.88677 1.15482 0.01886 1.10924 0.02562 0.17
"Gaia DR2 5290728834785867264" 12.83823 0.90012 1.15403 0.01883 1.10838 0.02572 0.15
"Gaia DR2 5290756361232528768" 12.83973 0.88487 1.15437 0.01889 1.10906 0.02565 0.18
"Gaia DR2 5290660738079873408" 12.84811 0.91740 1.15119 0.01883 1.10521 0.02520 0.14
"Gaia DR2 5290666854113227136" 12.84906 0.93070 1.15041 0.01879 1.10391 0.02563 0.16
"Gaia DR2 5290032092305523584" 12.86313 0.88600 1.14948 0.01867 1.10515 0.02481 0.19
"Gaia DR2 5289932277265953280" 12.87632 0.92845 1.14480 0.01869 1.09940 0.02549 0.15
"Gaia DR2 5290737669533445248" 12.87763 0.89416 1.14612 0.01854 1.10219 0.02496 0.17
"Gaia DR2 5290715954179096320" 12.88049 0.97379 1.14232 0.01866 1.09264 0.02775 0.36
"Gaia DR2 5290636377025252864" 12.88812 1.01831 1.13876 0.01861 1.08327 0.03124 0.63
"Gaia DR2 5290707948359695488" 12.90046 0.97795 1.13787 0.01848 1.08886 0.02712 0.36
"Gaia DR2 5290667541308087168" 12.90146 0.91819 1.14033 0.01858 1.09570 0.02450 0.14
"Gaia DR2 5289898329843059584" 12.90605 1.07485 1.13275 0.01843 1.05975 0.03649 0.82
"Gaia DR2 5290724715912323840" 12.91953 0.93902 1.13572 0.01841 1.09006 0.02569 0.15
"Gaia DR2 5290802197122984192" 12.91970 0.85513 1.13924 0.01854 1.09747 0.02454 0.27
"Gaia DR2 5290650052201575040" 12.92021 0.92907 1.13603 0.01831 1.09095 0.02512 0.14
"Gaia DR2 5290820785740950656" 12.92898 0.89748 1.13560 0.01837 1.09179 0.02499 0.19
"Gaia DR2 5290841057986430336" 12.92932 0.89310 1.13568 0.01834 1.09212 0.02485 0.20
"Gaia DR2 5289845518925415808" 12.94778 0.94726 1.12987 0.01839 1.08483 0.02504 0.16
"Gaia DR2 5290652938419483904" 12.95791 0.93951 1.12818 0.01841 1.08369 0.02462 0.14
"Gaia DR2 5290824530952816896" 12.95879 0.90357 1.12950 0.01828 1.08622 0.02410 0.19
"Gaia DR2 5290664861248309760" 12.96205 0.94280 1.12706 0.01823 1.08224 0.02536 0.15
"Gaia DR2 5290782062316848896" 12.96532 0.92003 1.12744 0.01830 1.08399 0.02446 0.16
"Gaia DR2 5290710800218328192" 12.96833 0.98762 1.12398 0.01825 1.07660 0.02637 0.33
"Gaia DR2 5290667713106775040" 12.97508 0.94240 1.12448 0.01826 1.08009 0.02479 0.14
"Gaia DR2 5290896480243232896" 12.97848 0.99224 1.12166 0.01817 1.07473 0.02666 0.34
"Gaia DR2 5290712449485869056" 13.01599 0.96462 1.11565 0.01812 1.07215 0.02518 0.17
"Gaia DR2 5290914759623592192" 13.01775 0.91096 1.11757 0.01810 1.07576 0.02436 0.20
"Gaia DR2 5289715810913353600" 13.03449 0.97256 1.11154 0.01809 1.06775 0.02498 0.18
"Gaia DR2 5290705199580612224" 13.03637 0.96636 1.11146 0.01808 1.06808 0.02500 0.16
"Gaia DR2 5290814807146918016" 13.04271 0.94473 1.11108 0.01813 1.06885 0.02465 0.15
"Gaia DR2 5290037761662208256" 13.04366 0.81322 1.11648 0.01803 1.07694 0.02458 0.35
"Gaia DR2 5289982713061723008" 13.04900 0.91150 1.11126 0.01808 1.07057 0.02471 0.22
"Gaia DR2 5290770826682093312" 13.06516 0.96901 1.10580 0.01797 1.06369 0.02491 0.15
"Gaia DR2 5290655481040144256" 13.07421 0.95874 1.10447 0.01800 1.06288 0.02474 0.14
"Gaia DR2 5290011235944457088" 13.08108 0.92346 1.10461 0.01797 1.06456 0.02440 0.20
"Gaia DR2 5291031101698322304" 13.09703 0.93930 1.10088 0.01790 1.06018 0.02478 0.18
"Gaia DR2 5290340986354455936" 13.10293 0.93188 1.10002 0.01788 1.05959 0.02499 0.20
"Gaia DR2 5290842672894136064" 13.11514 0.93298 1.09769 0.01784 1.05721 0.02486 0.20
"Gaia DR2 5290836110184083840" 13.11565 1.01713 1.09403 0.01786 1.04988 0.02550 0.31
"Gaia DR2 5291035912061108992" 13.12319 0.91871 1.09683 0.01780 1.05687 0.02495 0.23
"Gaia DR2 5291010004818471680" 13.13078 0.98190 1.09272 0.01790 1.05095 0.02490 0.15
"Gaia DR2 5290823981196998784" 13.14436 0.94930 1.09138 0.01773 1.05105 0.02466 0.18
"Gaia DR2 5290725781064133760" 13.15189 0.97962 1.08873 0.01770 1.04749 0.02512 0.14
"Gaia DR2 5290000721864368768" 13.16605 0.93677 1.08788 0.01775 1.04816 0.02498 0.21
"Gaia DR2 5290886481559461760" 13.18180 0.97297 1.08320 0.01764 1.04265 0.02500 0.15
"Gaia DR2 5290844734478459648" 13.18797 0.92986 1.08394 0.01769 1.04459 0.02523 0.24
"Gaia DR2 5289844213255345920" 13.18873 0.99491 1.08106 0.01763 1.03955 0.02473 0.14
"Gaia DR2 5289982957879844608" 13.19073 0.98991 1.08088 0.01760 1.03969 0.02476 0.14
"Gaia DR2 5290951112226990336" 13.20695 0.96307 1.07909 0.01763 1.03906 0.02489 0.17
"Gaia DR2 5290719836829549056" 13.20814 0.99951 1.07750 0.01768 1.03601 0.02468 0.15
"Gaia DR2 5290667472588665600" 13.20902 0.96018 1.07880 0.01756 1.03898 0.02485 0.18
"Gaia DR2 5291005297534450560" 13.21527 0.96909 1.07745 0.01766 1.03707 0.02462 0.17
"Gaia DR2 5291093533342800512" 13.22167 1.20363 1.06606 0.01752 0.97998 0.03004 0.80
"Gaia DR2 5290757014067554688" 13.22373 0.97612 1.07526 0.01760 1.03510 0.02447 0.16
"Gaia DR2 5290713652076611200" 13.23690 1.02612 1.07086 0.01752 1.02964 0.02428 0.21
"Gaia DR2 5290668602159040512" 13.25045 1.14695 1.06335 0.01745 1.00071 0.03453 0.81
"Gaia DR2 5290000996742276224" 13.25353 0.96161 1.07050 0.01742 1.03169 0.02432 0.20
"Gaia DR2 5289886716251534336" 13.25521 1.05408 1.06606 0.01743 1.02409 0.02394 0.34
"Gaia DR2 5290730144750809472" 13.26573 1.01566 1.06570 0.01742 1.02627 0.02369 0.15
"Gaia DR2 5290994302418060160" 13.26688 0.98704 1.06673 0.01748 1.02777 0.02382 0.15
"Gaia DR2 5291151429501880832" 13.27327 1.03290 1.06377 0.01746 1.02350 0.02346 0.20
"Gaia DR2 5290821060618950912" 13.27369 0.98603 1.06540 0.01729 1.02677 0.02374 0.16
"Gaia DR2 5290718943476432512" 13.28637 1.01394 1.06225 0.01735 1.02284 0.02325 0.14
"Gaia DR2 5290779176098269696" 13.29142 0.89795 1.06583 0.01739 1.02932 0.02463 0.32
"Gaia DR2 5290935375466863104" 13.30111 0.98250 1.06092 0.01735 1.02239 0.02336 0.18
"Gaia DR2 5290769314853433600" 13.30113 1.20572 1.05159 0.01734 0.97154 0.03089 0.82
"Gaia DR2 5290753230194611968" 13.31054 0.97358 1.05931 0.01740 1.02152 0.02311 0.20
"Gaia DR2 5289873315953700608" 13.31607 1.02644 1.05613 0.01726 1.01718 0.02287 0.15
"Gaia DR2 5289839609050551552" 13.32468 1.03724 1.05431 0.01722 1.01419 0.02253 0.17
"Gaia DR2 5290745881512256000" 13.32502 0.98364 1.05628 0.01721 1.01849 0.02269 0.19
"Gaia DR2 5290710903297629824" 13.33166 1.20735 1.04601 0.01710 0.96829 0.03112 0.82
"Gaia DR2 5290704581105449856" 13.33591 1.05764 1.05128 0.01733 1.01117 0.02247 0.26
"Gaia DR2 5290793366670504320" 13.34709 1.01169 1.05110 0.01733 1.01254 0.02232 0.14
"Gaia DR2 5289913207611441024" 13.35851 1.01062 1.04894 0.01713 1.01094 0.02231 0.15
"Gaia DR2 5290742411177350144" 13.36314 0.99000 1.04894 0.01711 1.01148 0.02244 0.19
"Gaia DR2 5291114424063215232" 13.36613 1.00064 1.04809 0.01710 1.01032 0.02247 0.17
"Gaia DR2 5291030208344498560" 13.37995 0.97852 1.04661 0.01701 1.00959 0.02240 0.23
"Gaia DR2 5290740452672243968" 13.38048 1.03500 1.04430 0.01712 1.00633 0.02177 0.14
"Gaia DR2 5290761068516409216" 13.38546 0.99825 1.04486 0.01719 1.00787 0.02183 0.18
"Gaia DR2 5290817281048004736" 13.41116 1.02581 1.03902 0.01700 1.00251 0.02161 0.14
"Gaia DR2 5290341261232279680" 13.44111 1.00408 1.03449 0.01690 0.99947 0.02183 0.20
"Gaia DR2 5290816490774016128" 13.44329 1.01547 1.03341 0.01703 0.99813 0.02205 0.17
"Gaia DR2 5290816731292063872" 13.45825 1.00123 1.03147 0.01685 0.99696 0.02188 0.21
"Gaia DR2 5290423346646600704" 13.46777 1.05368 1.02789 0.01686 0.99211 0.02176 0.14
"Gaia DR2 5290829478754780288" 13.48737 1.18469 1.01911 0.01669 0.97082 0.03084 0.75
"Gaia DR2 5291002445676294016" 13.49164 1.03230 1.02424 0.01680 0.98964 0.02196 0.16
"Gaia DR2 5290847208379612544" 13.49840 1.02200 1.02348 0.01670 0.98958 0.02172 0.19
"Gaia DR2 5290767047110673280" 13.50124 1.02420 1.02304 0.01675 0.98901 0.02211 0.18
"Gaia DR2 5290036937028491008" 13.51261 1.01150 1.02170 0.01660 0.98805 0.02202 0.22
"Gaia DR2 5290762752143565184" 13.52794 1.03663 1.01776 0.01671 0.98427 0.02143 0.17
"Gaia DR2 5290721726615163648" 13.53404 1.05423 1.01591 0.01664 0.98228 0.02152 0.14
"Gaia DR2 5290902733714916864" 13.53618 1.06293 1.01530 0.01665 0.98142 0.02131 0.13
"Gaia DR2 5289888262439659136" 13.55798 1.06080 1.01186 0.01658 0.97804 0.02098 0.14
"Gaia DR2 5290007387653835648" 13.56379 1.01548 1.01259 0.01648 0.98046 0.02133 0.24
"Gaia DR2 5290772029272852864" 13.57508 1.05857 1.00868 0.01651 0.97620 0.02102 0.15
"Gaia DR2 5290997291715292800" 13.57610 1.07999 1.00755 0.01652 0.97443 0.02092 0.14
"Gaia DR2 5291173522814752640" 13.57828 1.06522 1.00775 0.01652 0.97531 0.02088 0.14
"Gaia DR2 5289806726781358464" 13.58319 1.14360 1.00413 0.01644 0.96835 0.02150 0.43
"Gaia DR2 5289951690518300416" 13.58431 1.03883 1.00778 0.01650 0.97623 0.02126 0.20
"Gaia DR2 5290722242011168512" 13.58524 1.07008 1.00664 0.01653 0.97377 0.02065 0.14
"Gaia DR2 5290034909804081792" 13.58574 1.02986 1.00792 0.01652 0.97638 0.02124 0.22
"Gaia DR2 5290019791519261824" 13.59162 1.03329 1.00694 0.01647 0.97557 0.02102 0.21
"Gaia DR2 5290898404387972736" 13.60657 1.05950 1.00351 0.01638 0.97167 0.02087 0.16
"Gaia DR2 5290671527037565696" 13.61889 1.05367 1.00132 0.01638 0.97001 0.02105 0.18
"Gaia DR2 5290669568532575232" 13.61904 1.10384 0.99932 0.01638 0.96654 0.02112 0.17
"Gaia DR2 5290646410069174400" 13.61928 1.07932 1.00022 0.01629 0.96851 0.02134 0.14
"Gaia DR2 5290767115830162560" 13.62129 1.14789 0.99738 0.01622 0.96271 0.02167 0.40
"Gaia DR2 5290799444043059584" 13.63514 1.06390 0.99835 0.01632 0.96727 0.02090 0.16
"Gaia DR2 5290951455824379264" 13.63599 1.06291 0.99824 0.01630 0.96719 0.02099 0.17
"Gaia DR2 5290723925638255104" 13.64970 1.13629 0.99280 0.01620 0.95957 0.02181 0.29
"Gaia DR2 5289787073010871424" 13.65375 1.13353 0.99226 0.01617 0.95932 0.02175 0.27
"Gaia DR2 5290643248973350016" 13.66929 1.27461 0.98409 0.01605 0.91645 0.03434 0.82
"Gaia DR2 5289926676628726400" 13.67175 1.08112 0.99130 0.01618 0.96091 0.02106 0.15
"Gaia DR2 5290815082024737152" 13.67868 1.26898 0.98283 0.01603 0.91969 0.03499 0.82
"Gaia DR2 5290645860313348608" 13.68374 1.12160 0.98799 0.01602 0.95657 0.02120 0.18
"Gaia DR2 5290720798902314240" 13.69494 1.11677 0.98609 0.01604 0.95540 0.02080 0.16
"Gaia DR2 5290954994877585920" 13.70023 1.25872 0.97989 0.01595 0.92610 0.03354 0.80
"Gaia DR2 5290946782899935872" 13.72024 1.06525 0.98384 0.01595 0.95524 0.02086 0.21
"Gaia DR2 5290732721731067136" 13.72323 1.18995 0.97875 0.01594 0.94435 0.02247 0.51
"Gaia DR2 5290725368747361920" 13.73486 1.14203 0.97869 0.01594 0.94731 0.02183 0.21
"Gaia DR2 5290722070212556544" 13.75315 1.27027 0.97065 0.01583 0.92023 0.03287 0.80
"Gaia DR2 5290409190434650496" 13.75662 1.10844 0.97610 0.01593 0.94695 0.02094 0.14
"Gaia DR2 5290664070974413696" 13.79506 1.10948 0.96989 0.01583 0.94128 0.02117 0.15
"Gaia DR2 5290672351671291776" 13.80157 1.09463 0.96938 0.01575 0.94134 0.02116 0.19
"Gaia DR2 5290752787819629056" 13.80379 1.09700 0.96890 0.01572 0.94078 0.02123 0.18
"Gaia DR2 5290657989300789632" 13.80628 1.22860 0.96355 0.01578 0.92871 0.02411 0.62
"Gaia DR2 5291094839012934272" 13.82141 1.15125 0.96409 0.01584 0.93477 0.02086 0.17
"Gaia DR2 5291106624402757632" 13.83633 1.01475 0.96675 0.01571 0.94167 0.02105 0.33
"Gaia DR2 5290850609994130560" 13.83860 1.09930 0.96330 0.01568 0.93565 0.02071 0.19
"Gaia DR2 5289926401750888064" 13.84902 1.16440 0.95886 0.01562 0.93044 0.02067 0.20
"Gaia DR2 5290641943303303168" 13.85240 1.13754 0.95930 0.01568 0.93175 0.02043 0.14
"Gaia DR2 5290795119017167232" 13.85768 1.09300 0.96026 0.01557 0.93360 0.02070 0.22
"Gaia DR2 5290653350736340736" 13.87356 1.31842 0.94914 0.01574 0.89193 0.03339 0.82
"Gaia DR2 5290923452637893376" 13.90193 1.18157 0.94987 0.01560 0.92227 0.01954 0.22
"Gaia DR2 5290672557829815296" 13.90880 1.14755 0.95004 0.01550 0.92368 0.01936 0.14
"Gaia DR2 5290888199546264576" 13.91427 1.11938 0.95019 0.01547 0.92482 0.01909 0.19
"Gaia DR2 5290618956638156672" 13.91703 1.17462 0.94775 0.01560 0.92053 0.01972 0.17
"Gaia DR2 5290703687752332544" 13.91743 1.23349 0.94540 0.01547 0.91586 0.02004 0.50
"Gaia DR2 5290724681552585088" 13.94330 1.15449 0.94416 0.01542 0.91808 0.01884 0.14
"Gaia DR2 5289877576561348480" 13.95270 1.13761 0.94334 0.01540 0.91801 0.01888 0.17
"Gaia DR2 5289751579400878336" 13.95388 1.26165 0.93857 0.01550 0.90875 0.02068 0.61
"Gaia DR2 5290635414952667392" 13.95560 1.23430 0.93929 0.01555 0.91131 0.01931 0.45
"Gaia DR2 5289992372447986816" 13.96017 1.15544 0.94156 0.01551 0.91598 0.01876 0.14
"Gaia DR2 5290730385268977536" 13.96717 1.14330 0.94089 0.01554 0.91586 0.01882 0.16
"Gaia DR2 5289914478921674880" 13.97597 1.20068 0.93728 0.01534 0.91147 0.01825 0.23
"Gaia DR2 5290411252018835584" 13.97858 1.38557 0.92993 0.01541 0.86124 0.02791 0.81
"Gaia DR2 5291244853630884096" 13.98369 1.16808 0.93728 0.01534 0.91248 0.01838 0.14
"Gaia DR2 5290704409306836608" 13.99381 1.23677 0.93318 0.01545 0.90633 0.01852 0.41
"Gaia DR2 5290726262100476032" 14.00031 1.16139 0.93494 0.01530 0.91039 0.01831 0.15
"Gaia DR2 5290740830629369344" 14.00122 1.18661 0.93389 0.01542 0.90875 0.01821 0.15
"Gaia DR2 5290815185103954048" 14.00313 1.14922 0.93496 0.01530 0.91065 0.01824 0.17
"Gaia DR2 5290770448724704896" 14.00322 1.20259 0.93306 0.01551 0.90752 0.01832 0.20
"Gaia DR2 5290840954907199872" 14.00753 1.15254 0.93411 0.01535 0.90989 0.01815 0.17
"Gaia DR2 5290768971256039296" 14.01374 1.16152 0.93289 0.01549 0.90869 0.01800 0.15
"Gaia DR2 5289975364377712256" 14.01388 1.19417 0.93163 0.01540 0.90661 0.01815 0.16
"Gaia DR2 5290645791593868288" 14.01886 1.14286 0.93279 0.01553 0.90916 0.01800 0.19
"Gaia DR2 5291028043680884096" 14.05549 1.21458 0.92440 0.01536 0.89959 0.01832 0.20
"Gaia DR2 5290764263972054784" 14.05662 1.37406 0.91817 0.01514 0.86406 0.02979 0.82
"Gaia DR2 5290738906484117248" 14.06035 1.16895 0.92536 0.01529 0.90162 0.01826 0.16
"Gaia DR2 5290017592496087296" 14.06161 1.15902 0.92551 0.01529 0.90204 0.01827 0.18
"Gaia DR2 5291008596069161856" 14.06809 1.36261 0.91687 0.01529 0.87017 0.02998 0.81
"Gaia DR2 5290664070974326272" 14.07131 1.17576 0.92334 0.01530 0.89959 0.01827 0.15
"Gaia DR2 5290919295109011712" 14.08402 1.15122 0.92224 0.01515 0.89935 0.01802 0.21
"Gaia DR2 5291027390845814912" 14.09108 1.14752 0.92121 0.01513 0.89890 0.01807 0.22
"Gaia DR2 5290670393166282496" 14.09430 1.16955 0.92004 0.01510 0.89722 0.01793 0.17
"Gaia DR2 5289907843192345472" 14.11901 1.17994 0.91582 0.01516 0.89301 0.01846 0.16
"Gaia DR2 5289993162721899264" 14.12134 1.21623 0.91409 0.01507 0.89035 0.01831 0.15
"Gaia DR2 5290673038866056192" 14.12594 1.18498 0.91456 0.01516 0.89153 0.01846 0.16
"Gaia DR2 5290651323511794816" 14.12844 1.18564 0.91413 0.01509 0.89126 0.01825 0.16
"Gaia DR2 5290884797933312640" 14.14918 1.25772 0.90830 0.01506 0.88406 0.01855 0.30
"Gaia DR2 5289895065667973760" 14.15382 1.25823 0.90755 0.01504 0.88345 0.01854 0.29
"Gaia DR2 5289976360810053888" 14.15716 1.18924 0.90970 0.01497 0.88738 0.01840 0.16
"Gaia DR2 5290824771470856576" 14.16591 1.21723 0.90725 0.01502 0.88463 0.01847 0.14
"Gaia DR2 5289872972356315520" 14.17086 1.20629 0.90694 0.01498 0.88457 0.01846 0.14
"Gaia DR2 5290708291957076480" 14.17533 1.22534 0.90544 0.01482 0.88277 0.01847 0.14
"Gaia DR2 5289926573549512064" 14.17700 1.18368 0.90686 0.01493 0.88508 0.01839 0.18
"Gaia DR2 5290802472000890752" 14.17908 1.19514 0.90603 0.01492 0.88415 0.01830 0.16
"Gaia DR2 5290767459427547136" 14.18260 1.19432 0.90549 0.01479 0.88372 0.01832 0.16
"Gaia DR2 5291044089678689408" 14.19359 1.17139 0.90468 0.01478 0.88346 0.01847 0.22
"Gaia DR2 5290669568532574720" 14.20996 1.19119 0.90168 0.01482 0.88004 0.01841 0.18
"Gaia DR2 5290819342632176512" 14.21063 1.26243 0.89886 0.01478 0.87513 0.01878 0.24
"Gaia DR2 5290823671959351936" 14.24706 1.20681 0.89548 0.01465 0.87362 0.01853 0.17
"Gaia DR2 5290673348103622272" 14.24919 1.23433 0.89408 0.01464 0.87156 0.01867 0.13
"Gaia DR2 5290950906068692992" 14.25127 1.22427 0.89412 0.01462 0.87186 0.01876 0.14
"Gaia DR2 5291043917879994880" 14.25436 1.19425 0.89483 0.01460 0.87333 0.01858 0.20
